trade_date,trade_time,open,high,low,close,volume,prev_20_high,prev_20_low,signal,forward_1,forward_3,forward_6
2005-08-01,12:00:00,1.7666,1.7701,1.7656,1.7696,2371,1.7685,1.7334,BULLISH_20_BAR_BREAKOUT,0.06781193490053503,-0.016952983725133756,0.2316907775768531
2005-08-01,16:00:00,1.7693,1.7734,1.7682,1.7708,2679,1.7701,1.7334,BULLISH_20_BAR_BREAKOUT,-0.14682629320080956,0.016941495369322733,0.033882990738658005
2005-08-03,12:00:00,1.7741,1.7834,1.7736,1.7794,2280,1.7756,1.7515,BULLISH_20_BAR_BREAKOUT,-0.1292570529392037,0.0,-0.1966955153422535
2005-08-08,08:00:00,1.775,1.7865,1.7727,1.7853,2807,1.7834,1.765,BULLISH_20_BAR_BREAKOUT,0.19044418305045915,-0.044810396011882254,-0.0336077970089148
2005-08-08,12:00:00,1.7853,1.7905,1.7848,1.7887,2582,1.7865,1.765,BULLISH_20_BAR_BREAKOUT,-0.15094761558673478,-0.11740370101190757,-0.2963045787443317
2005-08-10,12:00:00,1.7912,1.7971,1.7902,1.7943,2842,1.7935,1.7715,BULLISH_20_BAR_BREAKOUT,0.0,0.1839157331549953,0.5127347712199798
2005-08-11,08:00:00,1.7991,1.8053,1.7962,1.8034,2864,1.8001,1.7727,BULLISH_20_BAR_BREAKOUT,0.005545081512709939,0.42142619496506883,0.7264056781634752
2005-08-11,16:00:00,1.8035,1.8093,1.8031,1.8072,2677,1.8053,1.7727,BULLISH_20_BAR_BREAKOUT,0.21027003098716388,0.09406817175741672,0.5201416555998272
2005-08-11,20:00:00,1.8072,1.8119,1.8068,1.811,2186,1.8093,1.782,BULLISH_20_BAR_BREAKOUT,-0.03313086692434754,0.30369961347322255,0.2098288238542256
2005-08-12,08:00:00,1.8088,1.818,1.8083,1.8165,2733,1.8138,1.782,BULLISH_20_BAR_BREAKOUT,-0.3523259014588473,-0.0935865675750088,-0.22020368841178106
2005-08-18,12:00:00,1.8078,1.8092,1.7971,1.7972,2464,1.8157,1.8017,BEARISH_20_BAR_BREAKOUT,-0.14466948586690048,-0.23369686178499788,-0.12241264188737926
2005-08-18,16:00:00,1.7972,1.7982,1.7924,1.7946,2388,1.8157,1.7971,BEARISH_20_BAR_BREAKOUT,0.05015045135406904,-0.08358408559010681,0.1170177198261446
